source,dataset,architecture,method,eps,seed,trial_number,clean_acc,certified_acc,feasible,constraints,path
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,62,0.579,0.26499998569488525,True,"[-0.17899999999999994, -0.014999985694885254]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,1,97,0.5809,0.25200000405311584,True,"[-0.18089999999999995, -0.0020000040531158447]",cifar10_cnn7_exp_ibp_0.03137254901960784_1_complete_False
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,2,66,0.5187,0.34929999709129333,True,"[-0.11870000000000003, -0.09929999709129333]",cifar10_cnn7_mtl_ibp_0.03137254901960784_2
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,2,99,0.5233,0.3463999927043915,True,"[-0.12329999999999997, -0.09639999270439148]",cifar10_cnn7_mtl_ibp_0.03137254901960784_2
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,1,46,0.5258,0.33889999985694885,True,"[-0.12580000000000002, -0.08889999985694885]",cifar10_cnn7_mtl_ibp_0.03137254901960784_1
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,1,48,0.5331,0.3375000059604645,True,"[-0.1331, -0.08750000596046448]",cifar10_cnn7_mtl_ibp_0.03137254901960784_1
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,1,87,0.5418,0.33739998936653137,True,"[-0.14179999999999993, -0.08739998936653137]",cifar10_cnn7_mtl_ibp_0.03137254901960784_1
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,1,63,0.5439,0.33159998059272766,True,"[-0.14390000000000003, -0.08159998059272766]",cifar10_cnn7_mtl_ibp_0.03137254901960784_1
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,0,34,0.5503,0.3296000063419342,True,"[-0.1503, -0.0796000063419342]",cifar10_cnn7_mtl_ibp_0.03137254901960784_0
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,0,42,0.5529,0.32580000162124634,True,"[-0.15289999999999992, -0.07580000162124634]",cifar10_cnn7_mtl_ibp_0.03137254901960784_0
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,1,34,0.5693,0.28759998083114624,True,"[-0.1693, -0.03759998083114624]",cifar10_cnn7_mtl_ibp_0.03137254901960784_1
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,0,48,0.5802,0.28139999508857727,True,"[-0.18020000000000003, -0.03139999508857727]",cifar10_cnn7_mtl_ibp_0.03137254901960784_0
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,0,67,0.5827,0.2732999920845032,True,"[-0.18269999999999997, -0.023299992084503174]",cifar10_cnn7_mtl_ibp_0.03137254901960784_0
mtl_baseline,cifar10,cnn7,mtl_ibp,0.03137254901960784,0,87,0.5882,0.26510000228881836,True,"[-0.18819999999999992, -0.01510000228881836]",cifar10_cnn7_mtl_ibp_0.03137254901960784_0
